1375574401,4,33,91
1375574402,4,33,91
1375574403,4,33,91
1375574404,4,33,91
1375574405,5,0,90
1375574406,5,0,90
1375574407,5,0,90
1375574408,5,0,90
1375574409,5,0,90
1375574410,5,7,90
1375574411,5,7,90
1375574412,5,7,90
1375574419,5,7,90
1375574419,7,0,93
1375574420,7,0,93
1375574421,7,0,93
1375574422,5,7,90
1375574422,7,0,93
1375574423,7,0,93
1375574424,7,0,93
1375574425,5,2,90
1375574425,7,0,93
1375574426,7,0,93
1375574427,7,37,93
1375574428,5,0,90
1375574428,7,6,93
1375574429,7,0,93
1375574430,7,0,93
1375574431,5,0,90
1375574431,7,0,93
1375574432,7,0,93
1375574434,7,0,93
1375574435,7,0,93
1375574436,7,0,93
1375574437,7,0,93
1375574438,2,0,93
1375574438,5,0,90
1375574439,2,0,93
1375574440,2,0,93
1375574441,2,0,93
1375574441,5,3,90
1375574442,2,0,93
1375574443,2,0,93
1375574443,4,33,91
1375574444,2,0,93
1375574444,4,28,91
1375574444,5,0,90
1375574445,2,30,93
1375574446,2,6,93
1375574446,5,0,90
1375574447,2,0,93
1375574448,2,0,93
1375574449,2,0,93
1375574449,5,0,90
1375574450,2,0,93
1375574450,4,28,91
1375574451,2,0,93
1375574451,4,10,91
1375574452,2,0,93
1375574453,2,0,93
1375574453,4,10,91
1375574454,2,0,93
1375574454,5,0,90
1375574455,2,0,93
1375574456,3,30,97
1375574456,4,1,91
1375574456,5,1,90
1375574457,3,30,97
1375574457,4,0,91
1375574458,3,30,97
1375574459,3,30,97
1375574459,5,0,90
1375574460,3,30,97
1375574461,3,30,97
1375574462,4,0,91
1375574462,5,0,90
1375574463,4,0,91
1375574464,4,8,91
1375574465,4,8,91
1375574466,4,8,91
1375574467,4,8,91
1375574468,5,0,90
1375574469,5,0,90
1375574470,5,0,90
1375574471,5,0,90
1375574472,5,0,90
1375574473,5,6,90
1375574474,5,6,90
1375574475,5,6,90
1375574482,5,6,90
1375574482,7,0,93
1375574483,7,0,93
1375574484,7,0,93
1375574485,5,7,90
1375574485,7,0,93
1375574486,7,0,93
1375574487,7,0,93
1375574488,5,2,90
1375574488,7,0,93
1375574489,7,0,93
1375574490,7,0,93
1375574491,5,0,90
1375574491,7,38,93
1375574492,7,7,93
1375574493,7,0,93
1375574494,5,0,90
1375574494,7,0,93
1375574495,7,0,93
1375574496,7,0,93
1375574497,7,0,93
1375574498,7,0,93
1375574499,7,0,93
1375574500,7,0,93
1375574501,2,0,93
1375574501,5,0,90
1375574502,2,0,93
1375574503,2,0,93
1375574504,2,0,93
1375574504,5,3,90
1375574505,2,0,93
1375574506,2,0,93
1375574507,2,0,93
1375574507,5,1,90
1375574508,2,31,93
1375574509,2,6,93
1375574510,2,0,93
1375574510,5,0,90
1375574511,2,0,93
1375574512,2,0,93
1375574513,2,0,93
1375574513,5,0,90
1375574514,2,0,93
1375574515,2,0,93
1375574516,2,0,93
1375574517,2,0,93
1375574518,2,0,93
1375574519,3,30,97
1375574519,5,0,90
1375574520,3,30,97
1375574521,3,30,97
1375574522,3,30,97
1375574522,5,2,90
1375574523,3,30,97
1375574524,3,30,97
1375574525,4,8,91
1375574525,5,0,90
1375574526,4,8,91
1375574527,4,33,91
1375574528,4,33,91
1375574529,4,33,91
1375574530,4,33,91
1375574531,5,0,90
1375574532,5,0,90
1375574533,5,0,90
1375574534,5,0,90
1375574535,5,0,90
1375574536,5,7,90
1375574537,5,7,90
1375574538,5,7,90
1375574545,5,7,90
1375574545,7,0,93
1375574546,7,0,93
1375574547,7,0,93
1375574548,5,6,90
1375574548,7,0,93
1375574549,7,0,93
1375574550,7,0,93
1375574551,5,2,90
1375574551,7,0,93
1375574552,7,0,93
1375574553,7,0,93
1375574554,5,0,90
1375574554,7,40,93
1375574555,7,7,93
1375574556,7,1,93
1375574557,5,0,90
1375574557,7,0,93
1375574558,7,0,93
1375574559,7,0,93
1375574560,7,0,93
1375574561,7,0,93
1375574562,7,0,93
1375574563,7,0,93
1375574564,2,0,93
1375574564,5,0,90
1375574565,2,0,93
1375574566,2,0,93
1375574566,4,33,91
1375574567,2,0,93
1375574567,4,28,91
1375574567,5,3,90
1375574568,2,0,93
1375574569,2,0,93
1375574569,5,0,90
1375574570,2,0,93
1375574571,2,33,93
1375574572,2,7,93
1375574572,5,0,90
1375574573,2,0,93
1375574574,2,0,93
1375574575,2,0,93
1375574575,5,0,90
1375574576,2,0,93
1375574577,2,0,93
1375574578,2,0,93
1375574579,2,0,93
1375574580,2,0,93
